city|lat|lng|country|admin|population
Nanchangshan|37.930493|120.729084|China|Shandong|10000
Wanghailou|39.159544|117.203384|China|Tianjin|10000
Duji|33.997654|116.828403|China|Anhui|10000
Niangxi|27.308563|111.431859|China|Hunan|10000
Cuijiang|26.263215|116.649909|China|Fujian|10000
Nangxian|29.047007|93.087948|China|Tibet|10000
Junyang|28.416667|115.366667|China|Jiangxi|10000
Yunxian Chengguanzhen|32.831292|110.808749|China|Hubei|10000
Aihua|24.416667|100.1|China|Yunnan|10000
Xiushui|38.103787|113.38865|China|Shanxi|10000
Wutong|30.632875|120.560805|China|Zhejiang|10000
Yanta|34.206359|108.952398|China|Shaanxi|10000
Zhaosu|43.122778|81.075833|China|Xinjiang|10000
Baicheng|41.773889|81.868889|China|Xinjiang|10000
Zhengzhou|34.757778|113.648611|China|Henan|10000
Fugou Chengguanzhen|34.066667|114.383333|China|Henan|10000
Wenping|27.193062|103.5273|China|Yunnan|10000
Fuyu|47.79756|124.457309|China|Heilongjiang|10000
Daban|43.533333|118.666667|China|Inner Mongolia|10000
Tekes|43.190278|81.777778|China|Xinjiang|10000
Fengyi|31.684117|103.853818|China|Sichuan|10000
Fengyang Fuchengzhen|32.879693|117.544652|China|Anhui|10000
Fengyi|28.5537|107.439|China|Guizhou|10000
Xianghe|32.090882|118.25001|China|Anhui|10000
Shiquanhe|32.501245|80.097577|China|Tibet|10000
Yinying|37.936944|113.5575|China|Shanxi|10000
Puxi|35.195833|114.685|China|Henan|10000
Yong’an|31.020561|109.458713|China|Chongqing|10000
Yong’an|25.98|117.364167|China|Fujian|10000
Taihe Chengguanzhen|33.165518|115.648859|China|Anhui|10000
Meishan|31.729135|115.912409|China|Anhui|10000
Mucheng|35.095556|113.39|China|Henan|10000
Wenfeng|27.198994|115.119628|China|Jiangxi|10000
Yangjiaping|29.505118|106.501347|China|Chongqing|10000
Shengli|37.984253|106.196589|China|Ningxia|10000
Andongwei|35.100352|119.333439|China|Shandong|10000
Jizhou|27.114714|114.979545|China|Jiangxi|10000
Hobor|41.27154|112.62663|China|Inner Mongolia|10000
Bayan Hot|38.838611|105.668611|China|Inner Mongolia|10000
Guangming|45.333333|122.783333|China|Jilin|10000
Zijin|33.289167|111.474444|China|Henan|10000
Quanzhou|25.944595|111.036395|China|Guangxi|10000
Wuma|28.017306|120.665948|China|Zhejiang|10000
Helie|31.521403|120.289615|China|Jiangsu|10000
Gartog|29.684505|98.594732|China|Tibet|10000
Mengjin Chengguanzhen|34.8269|112.431292|China|Henan|10000
Lankao Chengguanzhen|34.832939|114.807177|China|Henan|10000
Anyang|23.937964|108.097654|China|Guangxi|10000
Guyong|26.730833|117.468333|China|Fujian|10000
Galutu|38.600864|108.847421|China|Inner Mongolia|10000
Aletengxire|39.57993|109.75821|China|Inner Mongolia|10000
Yuanshan|24.369588|114.489619|China|Guangdong|10000
Hong’an|47.205544|123.625242|China|Heilongjiang|10000
Nanjie|38.954617|100.472369|China|Gansu|10000
Xingpinglu|36.727518|104.813791|China|Gansu|10000
Nanzhou|29.359551|112.402433|China|Hunan|10000
Tarrong|29.416667|90.25|China|Tibet|10000
Zhangcheng|25.846763|118.936922|China|Fujian|10000
Huaicheng|23.919521|112.17629|China|Guangdong|10000
Shuangfengqiao|29.71859|106.627117|China|Chongqing|10000
Youganning|34.735644|101.611409|China|Qinghai|10000
Chujiang|29.5771|111.363|China|Hunan|10000
Shilu|31.311687|120.594094|China|Jiangsu|10000
Shangpa|26.919478|98.95158|China|Yunnan|10000
Ma’anshan|31.685787|118.510078|China|Anhui|10000
Qianling|28.711872|109.645969|China|Hunan|10000
Qira|37.028472|80.802867|China|Xinjiang|10000
Hede|33.772197|120.261756|China|Jiangsu|10000
Shanzidi|26.553843|103.260448|China|Yunnan|10000
Longshan|40.320155|116.629085|China|Beijing|10000
Luhua|36.331389|113.224444|China|Shanxi|10000
Daxing|22.969162|102.406106|China|Yunnan|10000
Jinshan|41.916667|118.666667|China|Inner Mongolia|10000
Jinshan|25.115079|102.098325|China|Yunnan|10000
Ulan Hua|41.513056|111.696389|China|Inner Mongolia|10000
Bayinsai|39.500221|106.720205|China|Inner Mongolia|10000
Quyang|26.57507|109.63808|China|Hunan|10000
Zhicheng|31.005405|119.904882|China|Zhejiang|10000
Yongxing Chengguanzhen|26.124082|113.128517|China|Hunan|10000
Yangxin|37.644722|117.576667|China|Shandong|10000
Qincheng|27.212702|116.530082|China|Jiangxi|10000
Zongyang|30.698889|117.204167|China|Anhui|10000
Nanhaoqian|41.068056|113.960278|China|Hebei|10000
Donghua|35.2152|106.653|China|Gansu|10000
Donghuang|28.332966|106.215567|China|Guizhou|10000
Shangli|27.8771|113.792|China|Jiangxi|10000
Weichanglu|37.180725|119.942166|China|Shandong|10000
Qajortêbu|30.933333|88.633333|China|Tibet|10000
Pingchuan|25.094529|116.096011|China|Fujian|10000
Zhenyang|32.603611|114.383056|China|Henan|10000
Guting|34.998713|116.6619|China|Shandong|10000
Laodianzi|26.930824|103.292171|China|Yunnan|10000
Xincheng|35.875|111.435278|China|Shanxi|10000
Yuzhong Chengguanzhen|35.842778|104.1125|China|Gansu|10000
Jiangkou|31.565062|107.097356|China|Sichuan|10000
Temuli|27.707947|102.807684|China|Sichuan|10000
Tantou|28.283333|104.266667|China|Yunnan|10000
Luojiang|31.304971|104.504837|China|Sichuan|10000
Xunyi Chengguanzhen|35.11732|108.312754|China|Shaanxi|10000
Xun Xian Chengguanzhen|35.664727|114.534581|China|Henan|10000
Qingping|34.536564|113.375265|China|Henan|10000
Qonggyaixoi|29.027701|91.682682|China|Tibet|10000
Huamachi|37.785198|107.403221|China|Ningxia|10000
Xiaopu|25.239166|111.316644|China|Hunan|10000
Nanchang|28.683333|115.883333|China|Jiangxi|10000
Nanchangshan|37.915222|120.732465|China|Shandong|10000
Tiandiba|27.701782|103.248056|China|Sichuan|10000
Kaijiang|31.03959|104.674476|China|Sichuan|10000
Bayan Gol|40.3|106.983333|China|Inner Mongolia|10000
Zishui|32.007727|114.901078|China|Henan|10000
Guangrao|37.052861|118.399099|China|Shandong|10000
Baicheng|33.386389|114.015833|China|Henan|10000
Machang|26.1079|104.268022|China|Yunnan|10000
Jinghai|38.933735|116.926987|China|Tianjin|10000
Hutang|31.715815|119.944576|China|Jiangsu|10000
Xidu|26.956288|112.368285|China|Hunan|10000
Louqiao|28.010614|120.632183|China|Zhejiang|10000
Hejiang|28.81161|105.833587|China|Sichuan|10000
Ganzi|31.627439|99.994131|China|Sichuan|10000
Dongxing|45.360884|130.786789|China|Heilongjiang|10000
Huanggang|30.451434|114.870347|China|Hubei|10000
Tantang|23.136844|109.41314|China|Guangxi|10000
Zhoushan|30.010754|122.204649|China|Zhejiang|10000
Shayang|30.717839|112.605766|China|Hubei|10000
Nanzhao|25.222218|100.303444|China|Yunnan|10000
Longjing|42.771389|129.423333|China|Jilin|10000
Dêqên|29.666667|91.35|China|Tibet|10000
Nanzhao Chengguanzhen|33.492492|112.427228|China|Henan|10000
Nanzhao|23.719898|117.171029|China|Fujian|10000
Mali|23.126215|104.740898|China|Yunnan|10000
Dengtalu|36.138605|114.106589|China|Henan|10000
Dage|41.198889|116.644167|China|Hebei|10000
Dazhasi|33.577954|102.964115|China|Sichuan|10000
Tangxiang|29.702259|105.723631|China|Chongqing|10000
Shima|24.446469|117.812155|China|Fujian|10000
Shuangshipu|33.917054|106.524664|China|Shaanxi|10000
Xia’er|29.005935|101.514394|China|Sichuan|10000
Longde Chengguanzhen|35.6125|106.116667|China|Ningxia|10000
Hengshan|31.41238|116.319351|China|Anhui|10000
Huoqiu Chengguanzhen|32.354727|116.293898|China|Anhui|10000
Leping|28.966667|117.116667|China|Jiangxi|10000
Beidajie|31.585283|120.290044|China|Jiangsu|10000
Hekou|22.538506|104.01109|China|Yunnan|10000
Aral|40.541836|81.26566|China|Xinjiang|10000
Bamiantong|44.917377|130.520001|China|Heilongjiang|10000
Tiandeng|23.126576|107.093693|China|Guangxi|10000
Guangzhoulu|38.499148|102.168089|China|Gansu|10000
Yunyang|31.995628|119.564635|China|Jiangsu|10000
Ziketan|35.58621|99.987901|China|Qinghai|10000
Linli|29.45|111.65|China|Hunan|10000
Lufeng|27.909444|110.585833|China|Hunan|10000
Jinsha|32.089817|121.073546|China|Jiangsu|10000
Tiexianxi|27.911929|103.889386|China|Yunnan|10000
Yangshuo|24.784414|110.475135|China|Guangxi|10000
Jinxiang|35.070381|116.323859|China|Shandong|10000
Wangkui|46.832831|126.477679|China|Heilongjiang|10000
Qiaowa|27.930791|101.277812|China|Sichuan|10000
Xincheng|35.3|111.664167|China|Shanxi|10000
Ramai|29.244727|90.847686|China|Tibet|10000
Qianguo|45.117115|124.856761|China|Jilin|10000
Pingle|24.645225|110.643061|China|Guangxi|10000
Jiujiang|29.733333|115.983333|China|Jiangxi|10000
Guiyang Chengguanzhen|25.733334|112.745892|China|Hunan|10000
Zhenyuan Chengguanzhen|35.6775|107.196389|China|Gansu|10000
Zhenzhou|32.280342|119.16999|China|Jiangsu|10000
Wenlan|23.360024|103.43684|China|Yunnan|10000
Yuping|22.976933|103.710848|China|Yunnan|10000
Rangke|32.267781|100.97908|China|Sichuan|10000
Aratürük|43.249182|94.694303|China|Xinjiang|10000
Taicheng|38.731017|113.228005|China|Shanxi|10000
Bügür|41.773889|84.244167|China|Xinjiang|10000
Xuri|47.72685|128.899941|China|Heilongjiang|10000
Binhu|32.030085|118.757679|China|Jiangsu|10000
Licheng|31.428127|119.483533|China|Jiangsu|10000
Kaiyun|27.213511|112.855995|China|Hunan|10000
Yanliang|34.659177|109.22921|China|Shaanxi|10000
Anling|34.108899|114.169833|China|Henan|10000
Xingcheng|24.148297|115.722721|China|Guangdong|10000
Wenxian Chengguanzhen|32.947124|104.681387|China|Gansu|10000
Juye|35.394722|116.088333|China|Shandong|10000
Namling|29.68527|89.095559|China|Tibet|10000
Namka|29.65|90.983333|China|Tibet|10000
Zhenping Chengguanzhen|33.033137|112.233206|China|Henan|10000
Xiangdong|27.652071|113.724065|China|Jiangxi|10000
Shahe|39.14165|100.17836|China|Gansu|10000
Tongchuan|34.898799|108.950562|China|Shaanxi|10000
Rifeng|27.297283|116.911074|China|Jiangxi|10000
Yunxixian Chengguanzhen|32.98276|110.423058|China|Hubei|10000
Yunxi|31.226399|105.386137|China|Sichuan|10000
Tuojiang|27.954717|109.567975|China|Hunan|10000
Tuojiang|25.186667|111.571667|China|Hunan|10000
Jianchang|27.558312|116.639779|China|Jiangxi|10000
Emin|46.525738|83.633245|China|Xinjiang|10000
Niushan|34.523523|118.764951|China|Jiangsu|10000
Yêndum|30.657215|97.5731|China|Tibet|10000
Dadukou|26.547902|101.705386|China|Sichuan|10000
Nanpi|38.033333|116.7|China|Hebei|10000
Lianhe|47.133333|129.274262|China|Heilongjiang|10000
Liaogao|28.17|109.195|China|Guizhou|10000
Gucheng Chengguanzhen|32.266043|111.634759|China|Hubei|10000
Wuxi|26.5844|111.859|China|Hunan|10000
Hezhang|27.122222|104.723889|China|Guizhou|10000
Hezheng Chengguanzhen|35.429986|103.357254|China|Gansu|10000
Suonan|35.666531|103.397919|China|Gansu|10000
Ziyuan|26.036667|110.640556|China|Guangxi|10000
Jiekou|23.549916|113.580993|China|Guangdong|10000
Lindong|43.983333|119.183333|China|Inner Mongolia|10000
Rongmei|29.893333|110.026111|China|Hubei|10000
Xinmian|29.239923|102.372081|China|Sichuan|10000
Longcheng|29.899116|116.551054|China|Jiangxi|10000
Fucheng|36.146845|112.233511|China|Shanxi|10000
Wuxue Shi|29.915253|115.414319|China|Hubei|10000
Fuliang|29.376389|117.246667|China|Jiangxi|10000
Guangrao|37.259691|118.463446|China|Shandong|10000
Shijiao|23.869486|113.5284|China|Guangdong|10000
Dazhe|24.575564|115.891835|China|Guangdong|10000
Dazhong|33.199728|120.457805|China|Jiangsu|10000
Jiangpu|32.06149|118.623995|China|Jiangsu|10000
Jiahe Chengguanzhen|25.559362|112.363519|China|Hunan|10000
Gutao|37.2025|112.178056|China|Shanxi|10000
Xunzhong|25.494313|118.238854|China|Fujian|10000
Kumul|42.827185|93.526587|China|Xinjiang|10000
Huazhou|34.515225|109.757589|China|Shaanxi|10000
Dingcheng|32.127222|115.039444|China|Henan|10000
Yanshou|45.453244|128.326784|China|Heilongjiang|10000
Shancheng|26.900532|117.163115|China|Fujian|10000
Qingquan|38.793119|101.088683|China|Gansu|10000
Longcheng|34.184481|116.950767|China|Anhui|10000
Longchuan|25.161522|101.294182|China|Yunnan|10000
Xiasima|27.494024|88.952957|China|Tibet|10000
Qitai|44.027884|89.579803|China|Xinjiang|10000
Dajie|24.296228|102.750637|China|Yunnan|10000
Gongjing|29.347479|104.711569|China|Sichuan|10000
Zhugang|28.138321|121.226213|China|Zhejiang|10000
Shuimogou|43.828563|87.638204|China|Xinjiang|10000
Leiyang|30.120431|116.682925|China|Anhui|10000
Caohe|30.2297|115.433461|China|Hubei|10000
Racaka|31.4|96.516667|China|Tibet|10000
Shuimo|27.301949|103.414327|China|Yunnan|10000
Qishan|29.844307|117.719372|China|Anhui|10000
Danzhu|36.124505|112.861014|China|Shanxi|10000
Gyêgu|33.005866|97.010119|China|Qinghai|10000
Lizhi|29.703167|107.395206|China|Chongqing|10000
Guantao|36.540992|115.282929|China|Hebei|10000
Chonglong|29.780617|104.852242|China|Sichuan|10000
Linjiang|25.051671|116.420302|China|Fujian|10000
Wuquan|33.44408|113.570896|China|Henan|10000
Shangpai|31.745649|117.161093|China|Anhui|10000
Gulou|26.086531|119.297977|China|Fujian|10000
Xiangfeng|29.507613|109.402662|China|Hubei|10000
Xinjia|37.6574|120.485|China|Shandong|10000
Qinhong|32.011346|118.796551|China|Jiangsu|10000
Fangsong|31.032853|121.189433|China|Shanghai|10000
Zhaobaoshan|29.969497|121.687529|China|Zhejiang|10000
Qianquan|30.871258|114.37258|China|Hubei|10000
Yankou|30.351153|106.286692|China|Sichuan|10000
Haicheng|22.975326|115.331794|China|Guangdong|10000
Haidian|39.990638|116.288684|China|Beijing|10000
Jiangna|23.609196|104.37312|China|Yunnan|10000
Taihe|23.735355|112.977823|China|Guangdong|10000
Nan’an|25.399773|114.362182|China|Jiangxi|10000
Gaoyao|23.024318|112.445549|China|Guangdong|10000
Zhangwan|32.083264|112.166667|China|Hubei|10000
Guhan|36.535466|113.02528|China|Shanxi|10000
Luoshan Chengguanzhen|32.203185|114.509418|China|Henan|10000
Danxi|29.474722|121.865556|China|Zhejiang|10000
Xincheng|33.633333|115.183333|China|Henan|10000
Zhaoyu|37.355278|112.316667|China|Shanxi|10000
Dabu|24.667388|109.235467|China|Guangxi|10000
Magitang|35.938591|102.029681|China|Qinghai|10000
Nanpiao|41.098218|120.747923|China|Liaoning|10000
Mingzhou|36.976098|115.256626|China|Hebei|10000
Chuansiba|28.319645|104.129582|China|Yunnan|10000
Xincheng|39.986771|112.461351|China|Shanxi|10000
Zhonghe|28.45049|108.989015|China|Chongqing|10000
Guanyang|25.495226|111.134866|China|Guangxi|10000
Lin’an|23.602549|102.830922|China|Yunnan|10000
Heyin|36.044082|101.428737|China|Qinghai|10000
Hejing|42.316389|86.382778|China|Xinjiang|10000
Gecheng|31.948564|108.660732|China|Chongqing|10000
Gêding|29.366667|88.25|China|Tibet|10000
Qiaoxu|22.95616|109.76072|China|Guangxi|10000
Lincheng|19.907778|109.685833|China|Hainan|10000
Miyang|24.404167|103.442778|China|Yunnan|10000
Baiyang|35.8511|106.639|China|Ningxia|10000
Fulilu|36.101677|103.615733|China|Gansu|10000
Shahejie|29.60794|115.887205|China|Jiangxi|10000
Weichang|41.944722|117.748056|China|Hebei|10000
Liangdang Chengguanzhen|33.909722|106.302222|China|Gansu|10000
Zhangfeng|24.220852|97.786834|China|Yunnan|10000
Qianyang Chengguanzhen|34.642085|107.130187|China|Shaanxi|10000
Mengmeng|23.465021|99.80206|China|Yunnan|10000
Sanhe|36.5641|105.639|China|Ningxia|10000
Xingguo|26.326078|115.347161|China|Jiangxi|10000
Tieyingzi|41.77861|119.879849|China|Liaoning|10000
Mositai|45.535385|119.666983|China|Inner Mongolia|10000
Tongchuan|31.094069|105.087312|China|Sichuan|10000
Nongchangbalian|36.365631|109.622404|China|Shaanxi|10000
Longcheng|24.898273|102.799652|China|Yunnan|10000
Qianqiu|34.7423|111.872|China|Henan|10000
Tongcheng|35.354679|111.216078|China|Shanxi|10000
Xucheng|20.329167|110.167116|China|Guangdong|10000
Xuyang|29.459414|104.41947|China|Sichuan|10000
Wenbi|39.387396|111.191154|China|Shanxi|10000
Fenghua|29.656284|121.406397|China|Zhejiang|10000
Jiuquan|39.743183|98.517363|China|Gansu|10000
Tengyue|24.994923|98.512759|China|Yunnan|10000
Tokkuztara|43.466667|82.148889|China|Xinjiang|10000
Dongyang|29.267778|120.225278|China|Zhejiang|10000
Gulü|32.743889|114.976111|China|Henan|10000
Neihuang Chengguanzhen|35.950833|114.902222|China|Henan|10000
Pingluo Chengguanzhen|38.903772|106.541284|China|Ningxia|10000
Fenggang|27.545659|116.214565|China|Jiangxi|10000
Heshan|28.5825|112.350278|China|Hunan|10000
Gyigang|28.666667|97.516667|China|Tibet|10000
Mianchi Chengguanzhen|34.754167|111.759444|China|Henan|10000
Xoixar|27.903|91.903|China|Tibet|10000
Wansheng|28.962905|106.928442|China|Chongqing|10000
Wanshan|27.5232|109.206|China|Guizhou|10000
Ningshan Chengguanzhen|33.331531|108.306854|China|Shaanxi|10000
Luocheng|30.980214|104.280808|China|Sichuan|10000
Luocheng|25.032314|118.794951|China|Fujian|10000
Yuncheng|35.598333|115.934722|China|Shandong|10000
Xicheng|40.110556|114.158889|China|Hebei|10000
Yongqing|34.748056|106.126944|China|Gansu|10000
Xilin|47.476055|129.303693|China|Heilongjiang|10000
Xinning|35.495057|107.92038|China|Gansu|10000
Yutan|28.258306|112.560485|China|Hunan|10000
Beichengqu|40.439444|113.153611|China|Inner Mongolia|10000
Jishan|30.921494|118.330166|China|Anhui|10000
Nanggarzê|28.971426|90.397|China|Tibet|10000
Dezhou|27.408089|102.180006|China|Sichuan|10000
Dianbu|31.873084|117.45803|China|Anhui|10000
Fengtai|39.847571|116.272274|China|Beijing|10000
Xiuwu Chengguanzhen|35.231111|113.438056|China|Henan|10000
Dingbian|37.592657|107.594276|China|Shaanxi|10000
Rongjiawan|29.15|113.102435|China|Hunan|10000
Dongting|31.584929|120.36681|China|Jiangsu|10000
Shiqiao|27.981949|120.559174|China|Zhejiang|10000
Jiangguanchi|34.128215|113.806814|China|Henan|10000
Gaoyou|32.789334|119.44182|China|Jiangsu|10000
Xin’an|34.375833|118.345|China|Jiangsu|10000
Xin’an Chengguanzhen|34.7175|112.135556|China|Henan|10000
Xin’an|32.43799|118.40888|China|Anhui|10000
Xingfulu|43.782456|87.636824|China|Xinjiang|10000
Kunyang|33.62|113.345|China|Henan|10000
Weiyuan|23.468313|100.683536|China|Yunnan|10000
Zhangjiachuan|34.987561|106.209021|China|Gansu|10000
Qingyuan|35.136739|104.222103|China|Gansu|10000
Zhonghechang|28.153796|104.098355|China|Yunnan|10000
Xarlung|29.9|93.3|China|Tibet|10000
Shaliuhe|37.326|100.134394|China|Qinghai|10000
Beijinglu|43.834449|87.576524|China|Xinjiang|10000
Luanchuan Chengguanzhen|33.7808|111.613|China|Henan|10000
Hekou|28.315853|117.70843|China|Jiangxi|10000
Qinghua|35.165|113.061667|China|Henan|10000
Qiaozhuang|32.590256|105.233427|China|Sichuan|10000
Lingcheng|33.537659|117.533569|China|Anhui|10000
Lingcheng|22.423166|109.293034|China|Guangxi|10000
Taihe|30.871229|105.384542|China|Sichuan|10000
Huojia Chengguanzhen|35.265556|113.650556|China|Henan|10000
Shawan|29.411165|103.54327|China|Sichuan|10000
Gaotai Chengguanzhen|39.344557|99.800152|China|Gansu|10000
Chang’an|34.151111|108.945|China|Shaanxi|10000
Zangkaxa|33.712936|80.376823|China|Tibet|10000
Zhuji|29.718765|120.242333|China|Zhejiang|10000
Taozhou|30.906407|119.408646|China|Anhui|10000
Wanhechang|27.775928|103.509459|China|Yunnan|10000
Nanhang|47.314691|123.947956|China|Heilongjiang|10000
Jianshe|31.215937|98.828679|China|Sichuan|10000
Xiasi|32.289977|105.513256|China|Sichuan|10000
Songyuan|27.621667|119.059167|China|Zhejiang|10000
Songyuan|27.527299|118.776568|China|Fujian|10000
Zhangjiakou Shi Xuanhua Qu|40.610278|115.044722|China|Hebei|10000
Lingquan|36.999488|110.844001|China|Shanxi|10000
Qili|30.199059|117.477985|China|Anhui|10000
Huishi|35.691964|105.048579|China|Gansu|10000
Wenchang|31.055113|116.950564|China|Anhui|10000
Renhe|26.499263|101.738605|China|Sichuan|10000
Xilinji|52.990626|123.235221|China|Heilongjiang|10000
Tongshan|34.180454|117.15707|China|Jiangsu|10000
Xuyong|28.169918|105.434521|China|Sichuan|10000
Shuangling|28.024755|120.602097|China|Zhejiang|10000
Liulinzhou|29.456389|113.010278|China|Hunan|10000
Leping|37.61469|113.664994|China|Shanxi|10000
Tancheng|25.508077|119.807223|China|Fujian|10000
Tancheng|34.6152|118.338|China|Shandong|10000
Yuecheng|28.641574|102.508696|China|Sichuan|10000
Jinping|24.433745|100.81989|China|Yunnan|10000
Jinping|24.030539|104.227025|China|Yunnan|10000
Jinhe|22.766667|103.25|China|Yunnan|10000
Jinping|35.314351|107.029235|China|Gansu|10000
Dongkou|27.052725|110.536102|China|Hunan|10000
Chicheng|30.779356|105.712136|China|Sichuan|10000
Shanhaiguan|40.0025|119.748889|China|Hebei|10000
Fengxiang Chengguanzhen|34.523009|107.391267|China|Shaanxi|10000
Akqi|40.941524|78.44379|China|Xinjiang|10000
Cuifeng|36.845166|111.781724|China|Shanxi|10000
Wangyue|28.2359|112.917|China|Hunan|10000
Pingma|23.637433|107.1014|China|Guangxi|10000
Pingnan|23.542175|110.389457|China|Guangxi|10000
Lingcheng|35.534|116.918|China|Shandong|10000
Gyitang|28.433333|92.45|China|Tibet|10000
Xianshui|30.991454|101.127012|China|Sichuan|10000
Sankoutang|27.912728|104.950468|China|Yunnan|10000
Yushan|31.3835|120.952|China|Jiangsu|10000
Jicheng|37.063587|112.957694|China|Shanxi|10000
Mulan|45.947148|128.037064|China|Heilongjiang|10000
Jincheng|31.744218|119.574158|China|Jiangsu|10000
Ulan|43.6475|111.976667|China|Inner Mongolia|10000
Meiyuan Xincun|32.054211|118.792753|China|Jiangsu|10000
Rucheng|32.388333|120.555278|China|Jiangsu|10000
Rucheng Chengguanzhen|25.536407|113.715469|China|Hunan|10000
Fendou|45.212349|130.902535|China|Heilongjiang|10000
Yulong|33.383239|120.13058|China|Jiangsu|10000
Sangyuan|37.625599|116.382592|China|Hebei|10000
Zhenlai|45.849549|123.297296|China|Jilin|10000
Shunling|25.591667|111.930278|China|Hunan|10000
Gangsha|30.977|81.2875|China|Tibet|10000
Nanle Chengguanzhen|36.076162|115.199052|China|Henan|10000
Fengtai Chengguanzhen|32.708248|116.729557|China|Anhui|10000
Bashan|27.76823|116.05017|China|Jiangxi|10000
Luoning Chengguanzhen|34.387778|111.655833|China|Henan|10000
Qindu|34.341862|108.708237|China|Shaanxi|10000
Weicheng|34.331395|108.71691|China|Shaanxi|10000
Damxoi|28.466667|91.55|China|Tibet|10000
Lanyi|38.71983|111.597828|China|Shanxi|10000
Guiping|23.393359|110.074369|China|Guangxi|10000
Hancheng|32.518611|112.352222|China|Henan|10000
Luyuan|34.535955|109.085081|China|Shaanxi|10000
Laxi|31.921247|94.047569|China|Tibet|10000
Weiyuan|36.853165|101.991686|China|Qinghai|10000
Doushaguan|28.047971|104.127153|China|Yunnan|10000
Yaofeng|35.138611|111.212222|China|Shanxi|10000
Guankou|28.158609|113.627087|China|Hunan|10000
Yuhai|36.981292|105.906063|China|Ningxia|10000
Ning’an|37.497526|105.676502|China|Ningxia|10000
Jinzhong|26.375947|103.306391|China|Yunnan|10000
Bayan Tohoi|49.133333|119.733333|China|Inner Mongolia|10000
Xiedian|35.428162|110.811807|China|Shanxi|10000
Jinjiazhuang|31.720121|118.489534|China|Anhui|10000
Muping|30.370445|102.812228|China|Sichuan|10000
Dongtaicun|42.0716|119.421829|China|Liaoning|10000
Chongwen|35.774911|113.250786|China|Shanxi|10000
Mabai|23.012792|104.450813|China|Yunnan|10000
Duru|28.5255|107.887|China|Guizhou|10000
Khuma|51.716667|126.633333|China|Heilongjiang|10000
Taikang Chengguanzhen|34.066667|114.866667|China|Henan|10000
Meijiang|26.475833|116.015|China|Jiangxi|10000
Zhangjiang|28.911033|111.479904|China|Hunan|10000
Chengnan|23.272172|116.605016|China|Guangdong|10000
Dingchang|36.763056|112.687222|China|Shanxi|10000
Qinting|27.124122|113.949017|China|Jiangxi|10000
Longgang|35.689413|112.15798|China|Shanxi|10000
Laofangzi|26.671649|103.188253|China|Yunnan|10000
Ducheng|23.242116|111.528404|China|Guangdong|10000
Yunzhong|39.827073|113.096221|China|Shanxi|10000
Song Xian Chengguanzhen|34.134722|112.0825|China|Henan|10000
Songyang|25.325112|103.029815|China|Yunnan|10000
Xiwai|31.216815|107.475249|China|Sichuan|10000
Jia Xian Chengguanzhen|33.968333|113.208056|China|Henan|10000
Xiayang|26.488851|113.767961|China|Hunan|10000
Lingcheng|37.331327|116.569529|China|Shandong|10000
Lingxi|29.005|109.844722|China|Hunan|10000
Yantan|29.273962|104.873801|China|Sichuan|10000
Shangcheng Chengguanzhen|31.795278|115.401111|China|Henan|10000
Mizhou|35.994722|119.3975|China|Shandong|10000
Guhuai|32.958599|114.6255|China|Henan|10000
Pingyuan|24.736421|97.913581|China|Yunnan|10000
Longhua|47.338472|123.979187|China|Heilongjiang|10000
Chengxiang|31.447778|121.093889|China|Jiangsu|10000
Miluo Chengguanzhen|28.810702|113.066161|China|Hunan|10000
Nanwai|31.204741|107.503633|China|Sichuan|10000
Zito|30.73893|95.836133|China|Tibet|10000
Wenchang|31.636255|105.155024|China|Sichuan|10000
Zitong|30.178196|105.829914|China|Chongqing|10000
Yakou|33.296486|113.523514|China|Henan|10000
Puyang|29.456786|119.888723|China|Zhejiang|10000
Pucheng|36.413611|111.095|China|Shanxi|10000
Chengyang|27.089167|119.645278|China|Fujian|10000
Maizhokunggar|29.833333|91.733333|China|Tibet|10000
Aitianba|28.166667|104.166667|China|Yunnan|10000
Zhongwei|37.511286|105.190667|China|Ningxia|10000
Yanjing|28.082278|104.194971|China|Yunnan|10000
Yanjin Chengguanzhen|35.140833|114.187778|China|Henan|10000
Wumahe|47.723475|128.792767|China|Heilongjiang|10000
Guoyuan Xincun|39.221867|117.13018|China|Tianjin|10000
Quxar|29.1|87.65|China|Tibet|10000
Hexi|37.367197|97.363299|China|Qinghai|10000
Haicheng|40.851582|122.747537|China|Liaoning|10000
Longtoushan Jiezi|27.12488|103.384638|China|Yunnan|10000
Yuanba|32.325635|105.961778|China|Sichuan|10000
Shuangjiang|26.154669|109.713805|China|Hunan|10000
Shuangjiang|24.172609|102.40049|China|Yunnan|10000
Wangda|29.674448|97.837358|China|Tibet|10000
Dongguang|37.885093|116.532825|China|Hebei|10000
Wancheng|18.804542|110.395123|China|Hainan|10000
Xiayang|31.149673|121.115881|China|Shanghai|10000
Luocheng|22.769527|111.568818|China|Guangdong|10000
Sujiaying|25.631582|102.58469|China|Yunnan|10000
Guwei|34.71034|110.657096|China|Shanxi|10000
Xinxing|39.866939|124.123036|China|Liaoning|10000
Xinhu|37.446423|116.297269|China|Shandong|10000
Menglang|22.56214|99.910289|China|Yunnan|10000
Menglie|22.559671|101.867904|China|Yunnan|10000
Dongcheng|21.882001|112.010223|China|Guangdong|10000
Guixi|28.288572|117.213291|China|Jiangxi|10000
