city|lat|lng|country|admin|population
Minjian|28.846216|103.545754|China|Sichuan|10000
Runing|33.001111|114.354167|China|Henan|10000
Rulin|26.34704|110.266268|China|Hunan|10000
Yuanjiazhuang|33.523194|107.983004|China|Shaanxi|10000
Nahaping|28.431773|103.857825|China|Yunnan|10000
Yucheng|29.985206|102.999004|China|Sichuan|10000
Guma|37.616805|78.28087|China|Xinjiang|10000
Pitong|30.80993|103.882532|China|Sichuan|10000
Seke|32.270389|100.331691|China|Sichuan|10000
Zhangbei|41.1525|114.707778|China|Hebei|10000
Bianjiang|49.5578|128.473068|China|Heilongjiang|10000
Shouchun|32.581619|116.792915|China|Anhui|10000
Damxung|30.533333|91.1|China|Tibet|10000
Luofeng|37.364974|120.409969|China|Shandong|10000
Huangshan|29.715258|118.323032|China|Anhui|10000
Loufan|38.091796|111.807208|China|Shanxi|10000
Licheng|23.295488|113.824648|China|Guangdong|10000
Barkol|43.598813|93.008625|China|Xinjiang|10000
Dianjun|30.701545|111.259908|China|Hubei|10000
Altan Emel|48.666667|116.833333|China|Inner Mongolia|10000
Yangchang|26.074487|104.340771|China|Yunnan|10000
Yongdeng Chengguanzhen|36.733609|103.259311|China|Gansu|10000
Yilong|23.691374|102.487014|China|Yunnan|10000
Huidong|26.637446|102.575676|China|Sichuan|10000
Dong Liang’erzhuang|36.727111|115.255685|China|Hebei|10000
Kuangyuan|24.913791|103.147888|China|Yunnan|10000
Linxi|36.862721|115.492476|China|Hebei|10000
Xiaodian|37.736389|112.556389|China|Shanxi|10000
Hongkou|31.25|121.489167|China|Shanghai|10000
Toksun|42.793589|88.64163|China|Xinjiang|10000
Zhabu|33.1189|83.3038|China|Tibet|10000
Fengxiang|47.575487|130.823062|China|Heilongjiang|10000
Fuyu|30.15|116.116667|China|Anhui|10000
Longxu|23.416667|111.233333|China|Guangxi|10000
Dongcheng|28.893807|120.040243|China|Zhejiang|10000
Dianweijie|25.9075|102.854444|China|Yunnan|10000
Wuxue|29.850578|115.552504|China|Hubei|10000
Wuxuan|23.624655|109.652005|China|Guangxi|10000
Dawu|34.466234|100.229935|China|Qinghai|10000
Ruoqiang|39.020027|88.164655|China|Xinjiang|10000
Gulaobei|30.519413|111.426644|China|Hubei|10000
Heping|28.5579|108.49|China|Guizhou|10000
Hepingyizu|29.246932|103.082491|China|Sichuan|10000
Yujin|29.209088|103.945559|China|Sichuan|10000
Xiaojiang|22.272958|109.551843|China|Guangxi|10000
Dafeng|23.43422|108.598252|China|Guangxi|10000
Molo|30.860043|98.272972|China|Tibet|10000
Dasongshu|26.136848|103.57336|China|Yunnan|10000
Kuytun|44.427074|84.900691|China|Xinjiang|10000
Bayan|46.075563|127.398403|China|Heilongjiang|10000
Yicheng|31.360588|119.820157|China|Jiangsu|10000
Guji|27.169565|103.284299|China|Yunnan|10000
Jiading|25.429505|114.928042|China|Jiangxi|10000
Lazanzhong|28.221242|99.732243|China|Yunnan|10000
Siyang|27.2116|108.745|China|Guizhou|10000
Siyang|22.168409|107.943087|China|Guangxi|10000
Sicheng|33.489359|117.856789|China|Anhui|10000
Xinyuan|43.451111|83.147778|China|Xinjiang|10000
Xinyuan|37.3|99|China|Qinghai|10000
Hanshou|28.905833|111.956111|China|Hunan|10000
Lincheng|26.869319|109.663365|China|Hunan|10000
Shengrenjian|34.844218|111.191312|China|Shanxi|10000
Shengping|28.485635|98.911388|China|Yunnan|10000
Xinhuang|27.373588|109.133763|China|Hunan|10000
Jingyu|42.372673|126.801146|China|Jilin|10000
Wulan|36.565412|104.684012|China|Gansu|10000
Xiangshui|35.476949|106.33112|China|Ningxia|10000
Tianning|37.547222|112.160531|China|Shanxi|10000
Liuba|33.618611|106.918889|China|Shaanxi|10000
Shuguang|47.724107|128.673989|China|Heilongjiang|10000
Zhanggu|30.868747|101.888481|China|Sichuan|10000
Nanchansi|31.56242|120.300211|China|Jiangsu|10000
Liyang|29.6518|111.752|China|Hunan|10000
Tongquan|25.4|103.566667|China|Yunnan|10000
Nanjie|35.735556|107.635278|China|Gansu|10000
Fengchuan|28.7|115.383333|China|Jiangxi|10000
Xuejiawan|39.866779|111.220798|China|Inner Mongolia|10000
Chong’ansi|31.579874|120.295176|China|Jiangsu|10000
Jianping|31.130626|119.178295|China|Anhui|10000
Jisegumen|34.0642|80.7712|China|Tibet|10000
Qingfeng Chengguanzhen|35.903611|115.105278|China|Henan|10000
Qingfu|28.437006|104.516217|China|Sichuan|10000
Suizhong|40.329159|120.336526|China|Liaoning|10000
Baocheng|18.640278|109.699444|China|Hainan|10000
Yong’an|36.657621|111.566433|China|Shanxi|10000
Xiaopingba|25.494863|102.512259|China|Yunnan|10000
Maindong|31.333333|85.416667|China|Tibet|10000
Jingcheng|32.014167|120.2625|China|Jiangsu|10000
Nayun|22.331962|99.56132|China|Yunnan|10000
Chaling Chengguanzhen|26.790972|113.539754|China|Hunan|10000
Pingpo|25.428369|103.754548|China|Yunnan|10000
Zhowagoin|28.659104|97.450648|China|Tibet|10000
Shanjiao|27.322302|103.068444|China|Yunnan|10000
Huliao|24.35764|116.686629|China|Guangdong|10000
Xinpu|34.599722|119.159444|China|Jiangsu|10000
Fendou|47.409547|129.428217|China|Heilongjiang|10000
Huichang|34.903762|112.784261|China|Henan|10000
Renhua|25.091253|113.744455|China|Guangdong|10000
Yacha|19.230556|109.4475|China|Hainan|10000
Pisha|27.070574|102.757709|China|Sichuan|10000
Baijiantan|45.689278|85.124414|China|Xinjiang|10000
Hangchuan|27.519466|117.334908|China|Fujian|10000
Dalain Hob|41.965278|101.063889|China|Inner Mongolia|10000
Longbo|25.92922|111.622201|China|Hunan|10000
Tuodian|24.666667|101.633333|China|Yunnan|10000
Zhongxin|26.616667|101.271538|China|Yunnan|10000
Yongfeng|27.428291|112.183377|China|Hunan|10000
Yongding|25.198596|102.461887|China|Yunnan|10000
Yongding|26.04122|101.686418|China|Yunnan|10000
Qingfenglin|27.787767|105.145732|China|Yunnan|10000
Shuitianzhai|27.764327|105.251579|China|Yunnan|10000
Zhongcun|26.134589|102.681092|China|Yunnan|10000
Kuancheng|40.605556|118.4825|China|Hebei|10000
Chugqênsumdo|33.433333|101.433333|China|Qinghai|10000
Pucheng|27.923333|118.533333|China|Fujian|10000
Donghe|32.233414|106.301257|China|Sichuan|10000
Toding|31.480563|79.798033|China|Tibet|10000
Toli|45.938586|83.600558|China|Xinjiang|10000
Nu’erbage|37.113399|79.910337|China|Xinjiang|10000
Yangming|44.596291|129.620814|China|Heilongjiang|10000
Poyang|28.992423|116.667536|China|Jiangxi|10000
Xiping|40.039522|113.604551|China|Shanxi|10000
Gantang|30.296944|118.130556|China|Anhui|10000
Gulang|37.466575|102.894281|China|Gansu|10000
Hengzhou|22.688621|109.265892|China|Guangxi|10000
Longquan|36.117364|113.185709|China|Shanxi|10000
Longshan|24.600891|98.704185|China|Yunnan|10000
Nanjie|41.017943|119.052235|China|Liaoning|10000
Yancheng Chengguanzhen|33.584722|113.986667|China|Henan|10000
Yancheng|36.799444|116.743889|China|Shandong|10000
Yancheng|33.357503|120.157296|China|Jiangsu|10000
Dongfeng|42.640309|125.511762|China|Jilin|10000
Zhedao|24.819342|98.27627|China|Yunnan|10000
Erqu|34.152778|108.206389|China|Shaanxi|10000
Fengshan|30.88712|115.420906|China|Hubei|10000
Fengshan|24.583333|99.9|China|Yunnan|10000
Fengshan|26.485556|119.549167|China|Fujian|10000
Menghai|21.953224|100.384087|China|Yunnan|10000
Zhongcun|27.798054|100.205368|China|Yunnan|10000
Yumen|40.283333|97.2|China|Gansu|10000
Bada|24.592975|105.093244|China|Guangxi|10000
Quanjiang|26.309555|114.512924|China|Jiangxi|10000
Yuelai|47.023246|130.712963|China|Heilongjiang|10000
Qingyuan|37.617478|112.325826|China|Shanxi|10000
Xicheng|35.246156|115.433357|China|Shandong|10000
Leli|24.354055|106.243695|China|Guangxi|10000
Luxu|23.221171|108.802985|China|Guangxi|10000
Lin’an|30.235833|119.718056|China|Zhejiang|10000
Xinhua|23.6431|105.653167|China|Yunnan|10000
Xinhua|26.888378|102.933244|China|Yunnan|10000
Huangpi|30.884534|114.377886|China|Hubei|10000
Cuihua|27.737658|103.857385|China|Yunnan|10000
Zhuozishan|40.899167|112.560278|China|Inner Mongolia|10000
Taohong|27.101071|110.994859|China|Hunan|10000
Fengcheng|26.197222|119.539167|China|Fujian|10000
Dizhuang|33.564519|114.069652|China|Henan|10000
Xinzheng|31.27491|106.28714|China|Sichuan|10000
Dahua|23.767981|107.984101|China|Guangxi|10000
Yuecheng|28.122911|120.960686|China|Zhejiang|10000
Lianshan|40.764317|120.85327|China|Liaoning|10000
Xinjing|23.202524|106.382069|China|Guangxi|10000
Xushan|30.176405|121.245702|China|Zhejiang|10000
Tianjiao|39.825532|109.999529|China|Inner Mongolia|10000
Bieligutai|44.030303|114.980357|China|Inner Mongolia|10000
Bala Ga’er Gaole|44.591492|117.623696|China|Inner Mongolia|10000
Zhangjiajie|29.129444|110.478333|China|Hunan|10000
Zhoukou|31.034725|106.401131|China|Sichuan|10000
Changhanchi|41.761687|119.440176|China|Liaoning|10000
Yanta|36.241111|115.667222|China|Shandong|10000
Yan’an Beilu|44.007817|87.30461|China|Xinjiang|10000
Tangdukou|26.965893|111.241376|China|Hunan|10000
Penglai|30.582174|105.251412|China|Sichuan|10000
Tongle|24.847568|106.576396|China|Guangxi|10000
Mingyue|43.106944|128.921667|China|Jilin|10000
Tianpeng|30.986641|103.939333|China|Sichuan|10000
Xiaoshan|30.167456|120.258831|China|Zhejiang|10000
Saihan Tal|42.735833|112.651389|China|Inner Mongolia|10000
Sêraitang|32.935187|100.737568|China|Qinghai|10000
Mingxing|37.426389|112.544167|China|Shanxi|10000
Xiangcheng Chengguanzhen|33.847033|113.477796|China|Henan|10000
Maoshanjie|25.667761|102.49906|China|Yunnan|10000
Yangshe|31.868368|120.541324|China|Jiangsu|10000
Hanji|35.495436|102.992604|China|Gansu|10000
Mingfeng|31.061667|111.642778|China|Hubei|10000
Yining|29.036139|114.563618|China|Jiangxi|10000
Taixing|32.166667|120.013611|China|Jiangsu|10000
Pumiao|22.758671|108.48111|China|Guangxi|10000
Wucheng|31.283698|117.901931|China|Anhui|10000
Tungdor|29.2|94.083333|China|Tibet|10000
Tuncheng|19.363333|110.097778|China|Hainan|10000
Dingcheng|19.679143|110.362312|China|Hainan|10000
Aksu|41.184178|80.279205|China|Xinjiang|10000
Uchturpan|41.151667|79.225|China|Xinjiang|10000
Shinan|22.743897|109.874282|China|Guangxi|10000
Fancheng|39.189918|113.264014|China|Shanxi|10000
Beijie|36.716226|115.159491|China|Hebei|10000
Chensan|36.736674|115.134322|China|Hebei|10000
Ningzhou|24.1877|102.917|China|Yunnan|10000
Meishan|34.161667|112.829722|China|Henan|10000
Yixing|37.337599|113.539256|China|Shanxi|10000
Wenlin|29.998141|104.139915|China|Sichuan|10000
Hehai|31.829212|119.977802|China|Jiangsu|10000
Damatou|28.617514|112.336945|China|Hunan|10000
Dongshan|31.955679|118.832691|China|Jiangsu|10000
Dongshan|25.793889|114.542563|China|Jiangxi|10000
Youxi Chengguanzhen|26.173611|118.178889|China|Fujian|10000
Mashan|45.205083|130.526144|China|Heilongjiang|10000
Ganzhou|25.846642|114.932595|China|Jiangxi|10000
Nada|19.522574|109.578598|China|Hainan|10000
Fengcheng|37.432778|112.023333|China|Shanxi|10000
Yisa|23.332314|102.447111|China|Yunnan|10000
Wenshang|35.728413|116.491181|China|Shandong|10000
Yuegai|34.129082|95.800068|China|Qinghai|10000
Luoxiong|24.885584|104.292254|China|Yunnan|10000
Jijiang|29.289931|106.250008|China|Chongqing|10000
Zhongshanlu|29.356946|105.90435|China|Chongqing|10000
Xiaoduchuan|30.291134|109.476159|China|Hubei|10000
Zhongba|27.954256|105.040384|China|Yunnan|10000
Dongcheng|28.647302|121.27106|China|Zhejiang|10000
Yunhe|26.524966|100.197802|China|Yunnan|10000
Yunfu|22.928325|112.039539|China|Guangdong|10000
Biancheng|40.678519|122.362331|China|Liaoning|10000
Sanyuan Chengguanzhen|34.614722|108.928333|China|Shaanxi|10000
Bao’an|36.828988|108.75814|China|Shaanxi|10000
Leiyang|26.402382|112.859078|China|Hunan|10000
Beilun|29.919167|121.837778|China|Zhejiang|10000
Shanhu|29.595833|120.816667|China|Zhejiang|10000
Jingzhou|37.688678|116.259581|China|Hebei|10000
Jingchuan|30.68916|118.404306|China|Anhui|10000
Xiluodu|28.244246|103.638491|China|Yunnan|10000
Liucheng|30.7|103.837711|China|Sichuan|10000
Fengcheng|25.056967|118.182895|China|Fujian|10000
Wuqi|36.926314|108.171713|China|Shaanxi|10000
Zhuolu|40.369444|115.216111|China|Hebei|10000
Fengcheng|24.723647|116.724286|China|Fujian|10000
Qumodê|32.200763|79.184467|China|Tibet|10000
Hanbin|32.889722|108.904444|China|Shaanxi|10000
Weiyang|34.290597|108.935543|China|Shaanxi|10000
Hexi|21.686511|110.634166|China|Guangdong|10000
Kaji|26.028488|102.788844|China|Yunnan|10000
Xinlin|51.7|124.333333|China|Heilongjiang|10000
Xinling|31.025301|110.318159|China|Hubei|10000
Echeng|38.374443|111.971665|China|Shanxi|10000
Qiancheng|27.185012|109.765432|China|Hunan|10000
Saziba|25.867261|102.618539|China|Yunnan|10000
Heping|46.086257|122.077083|China|Inner Mongolia|10000
Gaoping|30.775757|106.102938|China|Sichuan|10000
Yancheng|38.915376|111.869282|China|Shanxi|10000
Tiantan|35.966111|111.841667|China|Shanxi|10000
Qingyang|37.495833|121.258056|China|Shandong|10000
Zhujiacun|26.320406|104.395712|China|Yunnan|10000
Inder|46.7|122.933333|China|Inner Mongolia|10000
Jinshi|26.41796|110.800169|China|Hunan|10000
Liuxiang|37.871431|112.560535|China|Shanxi|10000
Julun|37.907395|112.557744|China|Shanxi|10000
Qianfeng|37.849424|112.520815|China|Shanxi|10000
Mingshui|47.181499|125.900272|China|Heilongjiang|10000
Tianshan|43.887365|120.093356|China|Inner Mongolia|10000
Zhongcheng|28.59103|103.939579|China|Yunnan|10000
Shaoyang|32.929583|119.835758|China|Jiangsu|10000
Chunxi|31.327686|118.87489|China|Jiangsu|10000
Xiaoshi|41.297111|124.120918|China|Liaoning|10000
Sa’gya|28.916667|88.05|China|Tibet|10000
Ghulja|43.963511|81.522132|China|Xinjiang|10000
E’zhou|30.396072|114.886546|China|Hubei|10000
Wuchang|44.914282|127.150007|China|Heilongjiang|10000
Luzhai|24.497539|109.733146|China|Guangxi|10000
Longquan|30.561297|104.268932|China|Sichuan|10000
Miaodong|41.280728|119.435532|China|Liaoning|10000
Fendou|46.641422|124.862833|China|Heilongjiang|10000
Yinggen|19.038333|109.84|China|Hainan|10000
Togrog Ul|40.7867|113.205|China|Inner Mongolia|10000
Shanhe|35.484361|108.363982|China|Gansu|10000
Yuanzhou|27.798464|114.376078|China|Jiangxi|10000
Huangyuan Chengguanzhen|36.687488|101.270844|China|Qinghai|10000
Pan’an|29.05368|120.437579|China|Zhejiang|10000
Panlian|26.887777|102.108356|China|Sichuan|10000
Fenyi|27.811166|114.668047|China|Jiangxi|10000
Yangpu|31.261927|121.519037|China|Shanghai|10000
Aoxi|27.425889|115.836427|China|Jiangxi|10000
Aoyang|28.23896|114.920814|China|Jiangxi|10000
Daxing|27.263693|100.863871|China|Yunnan|10000
Huludao|40.752425|120.835524|China|Liaoning|10000
Xinli|39.844167|108.734722|China|Inner Mongolia|10000
Lhünzê|28.412189|92.461706|China|Tibet|10000
Liancheng|24.05192|105.074969|China|Yunnan|10000
Lijiang|23.571097|102.004166|China|Yunnan|10000
Langjiu|32.359478|80.426797|China|Tibet|10000
Yilan|46.316182|129.554546|China|Heilongjiang|10000
Dingcheng|29.019372|111.679761|China|Hunan|10000
Liquan Chengguanzhen|34.481111|108.423611|China|Shaanxi|10000
Zhaxi|27.850811|104.968739|China|Yunnan|10000
Shiziba|27.979619|104.180586|China|Yunnan|10000
Xihuachi|35.816389|108.0125|China|Gansu|10000
Hongjunlu|45.303468|130.975958|China|Heilongjiang|10000
Gufu|31.362079|110.729184|China|Hubei|10000
Ji’an|27.117158|114.979267|China|Jiangxi|10000
Ji’an|41.123485|126.176307|China|Jilin|10000
Maytagh|44.333333|84.85|China|Xinjiang|10000
Jian’ou|27.046944|118.325278|China|Fujian|10000
Hanyin Chengguanzhen|32.891389|108.504722|China|Shaanxi|10000
Hanyuan|34.010833|105.291944|China|Gansu|10000
Yancheng|29.650681|104.067234|China|Sichuan|10000
Jingyang|30.291944|118.5425|China|Anhui|10000
Jingyang|32.516667|107.883333|China|Shaanxi|10000
Gyangkar|28.4|87.8|China|Tibet|10000
Bama|24.170541|107.248919|China|Guangxi|10000
Wusong|30.95|117.783333|China|Anhui|10000
Yuxi|28.889|107.594|China|Guizhou|10000
Juegang|32.31737|121.185525|China|Jiangsu|10000
Yueyang|30.102297|105.333372|China|Sichuan|10000
Yueyang|36.289603|111.914535|China|Shanxi|10000
Mori|43.824423|90.194758|China|Xinjiang|10000
Fusong|42.325048|127.27265|China|Jilin|10000
Shangguan|39.069009|112.929129|China|Shanxi|10000
Daiyue|39.520379|112.816844|China|Shanxi|10000
Yingchuan|34.162778|113.463889|China|Henan|10000
Bayinbaolige|41.091389|107.066389|China|Inner Mongolia|10000
Jingshan|39.925278|116.404109|China|Beijing|10000
Shedian|33.061278|112.94259|China|Henan|10000
Maoping|30.829722|110.977778|China|Hubei|10000
Dongqu|37.920205|112.200184|China|Shanxi|10000
Baima|30.057524|96.918523|China|Tibet|10000
Qingquan|30.45113|115.255931|China|Hubei|10000
Suicheng|26.837787|116.835919|China|Fujian|10000
Chengxiang|24.746362|114.52491|China|Jiangxi|10000
Lüeyang Chengguanzhen|33.332045|106.154956|China|Shaanxi|10000
Zhecheng Chengguanzhen|34.104597|115.317604|China|Henan|10000
Jinta|39.983333|98.866667|China|Gansu|10000
Shuigou’ao|27.11913|103.35337|China|Yunnan|10000
Wufeng|27.45|104.833333|China|Yunnan|10000
Yanjing|27.426986|101.509675|China|Sichuan|10000
Shishi|24.740383|118.629061|China|Fujian|10000
Ning’er|23.040533|101.036834|China|Yunnan|10000
Ninghai|29.289167|121.424722|China|Zhejiang|10000
Chunhua|34.798889|108.575|China|Shaanxi|10000
Xianshuigu|38.985|117.382778|China|Tianjin|10000
Jiaocheng|24.657319|116.167091|China|Guangdong|10000
Xinchenglu|31.388639|121.263053|China|Shanghai|10000
Puyang|35.763182|115.017213|China|Henan|10000
Chaoge|35.605|114.188611|China|Henan|10000
Bujie|28.033518|105.055699|China|Yunnan|10000
Wulaocun|32.034371|118.795754|China|Jiangsu|10000
Luanping|40.916667|117.283333|China|Hebei|10000
Xinshiba|28.970911|102.771265|China|Sichuan|10000
Xing’an|47.246296|130.220376|China|Heilongjiang|10000
Taipingdian|28.559255|104.222027|China|Yunnan|10000
Xianghu|25.8|116|China|Jiangxi|10000
Datong|46.033759|124.810644|China|Heilongjiang|10000
Mengdong|23.161522|99.202263|China|Yunnan|10000
Kouquan|39.9982|113.145|China|Shanxi|10000
Kouqian|43.639137|126.457835|China|Jilin|10000
Shirong|29.350923|102.652481|China|Sichuan|10000
Zhongzhan|35.241389|113.160278|China|Henan|10000
Xiashi|30.536294|120.686384|China|Zhejiang|10000
Ziyang|29.249722|117.854722|China|Jiangxi|10000
Huohua|30.758999|106.059358|China|Sichuan|10000
Wufeng|30.200001|110.690812|China|Hubei|10000
Jinchuan|31.47551|102.058838|China|Sichuan|10000
Jinchuan|27.760358|115.388502|China|Jiangxi|10000
Hoh Ereg|41.095556|111.440833|China|Inner Mongolia|10000
Zhaoren|35.206667|107.791389|China|Shaanxi|10000
Huichang|25.600737|115.777955|China|Jiangxi|10000
Xindu|30.82236|104.157421|China|Sichuan|10000
Yatou|37.156603|122.437623|China|Shandong|10000
Yisuhe|27.765437|112.92683|China|Hunan|10000
Dianga|34.063627|103.213582|China|Gansu|10000
Baochang|41.884444|115.278889|China|Inner Mongolia|10000
Taiping|28.368766|121.36171|China|Zhejiang|10000
Gushi Chengguanzhen|32.162076|115.669887|China|Henan|10000
Hanchang|28.7|113.583333|China|Hunan|10000
Dazhou|31.215921|107.500922|China|Sichuan|10000
Xi Xian Chengguanzhen|32.343611|114.729444|China|Henan|10000
Jimsar|43.983333|89.066667|China|Xinjiang|10000
Lishi|24.804591|115.033252|China|Jiangxi|10000
Jinxiu|24.137208|110.180091|China|Guangxi|10000
Gaocheng|29.988143|100.269403|China|Sichuan|10000
Long’an|32.409336|104.528684|China|Sichuan|10000
Long’an Chengxiangzhen|23.207117|107.650901|China|Guangxi|10000
Dengzhou|37.808222|120.759083|China|Shandong|10000
Gaotangling|28.366667|112.816667|China|Hunan|10000
Yongchang|31.665742|104.437265|China|Sichuan|10000
Guishan|24.05027|102.000181|China|Yunnan|10000
Xiangjiaba|28.632664|104.404159|China|Yunnan|10000
Babao|38.180556|100.240278|China|Qinghai|10000
Guozhen|34.365907|107.359045|China|Shaanxi|10000
Ma’erkang|31.901964|102.220684|China|Sichuan|10000
Luwan|31.209083|121.463354|China|Shanghai|10000
Xiushan|24.109992|102.761531|China|Yunnan|10000
Nanma|36.18478|118.15486|China|Shandong|10000
Congdü|28.15|85.966667|China|Tibet|10000
Naxi|28.77422|105.36488|China|Sichuan|10000
Xinxing|47.154674|123.809867|China|Heilongjiang|10000
Xinglongchang|28.266327|104.389047|China|Yunnan|10000
Zijinglu|34.76|112.971389|China|Henan|10000
Ganhechen|33.5582|114.02|China|Henan|10000
Huanfeng|31.716667|118.1|China|Anhui|10000
Hong’an Chengguanzhen|31.362075|114.63689|China|Hubei|10000
Khutubi|44.190348|86.885212|China|Xinjiang|10000
Xiannü|32.428065|119.560478|China|Jiangsu|10000
Jingning Chengguanzhen|35.52036|105.723012|China|Gansu|10000
Jiangkou|23.439158|111.497401|China|Guangdong|10000
Xinji|31.6232|114.874|China|Henan|10000
Guang’an|30.474126|106.636959|China|Sichuan|10000
Sêrkang|32.216667|92.116667|China|Tibet|10000
Nanzhang Chengguanzhen|31.783941|111.827518|China|Hubei|10000
Beiyingzi|40.760693|119.117863|China|Liaoning|10000
Baiyin Chagan|41.453333|113.183333|China|Inner Mongolia|10000
Dawangzhuang|39.127029|117.216184|China|Tianjin|10000
Dayingmen|39.107338|117.209584|China|Tianjin|10000
Linjiang|36.3275|112.881944|China|Shanxi|10000
Taiqian Chengguanzhen|35.99102|115.853231|China|Henan|10000
Jiecun|27.355722|102.98271|China|Yunnan|10000
Sui’an|24.086982|117.60912|China|Fujian|10000
Huzhong|51.95|123.666667|China|Heilongjiang|10000
Shiguai|40.705833|110.285556|China|Inner Mongolia|10000
Ningnan|31.985041|118.781471|China|Jiangsu|10000
Bengshutang|28.036641|99.508353|China|Yunnan|10000
Aba|32.905943|101.706251|China|Sichuan|10000
Chenggan|26.145431|102.803007|China|Yunnan|10000
Ningjin|37.649849|116.793282|China|Shandong|10000
Jianghai|22.575183|113.119045|China|Guangdong|10000
Dayu|39.937499|116.096686|China|Beijing|10000
Doucun|34.748085|109.179676|China|Shaanxi|10000
Salaqi|40.541389|110.510833|China|Inner Mongolia|10000
Jiaokui|27.594143|104.004778|China|Yunnan|10000
Nanjie|23.634137|112.434781|China|Guangdong|10000
Fengqiu Chengguanzhen|35.029167|114.413056|China|Henan|10000
Geluwan|27.373738|99.656073|China|Yunnan|10000
Xiling|30.71606|111.283903|China|Hubei|10000
Puji|27.380189|102.541263|China|Sichuan|10000
Jiaxiang|35.396058|116.348001|China|Shandong|10000
Luanzhou|39.75|118.733333|China|Hebei|10000
Chenghua|23.461319|116.770071|China|Guangdong|10000
Pagnag|32.269858|91.681006|China|Tibet|10000
Pagqên|33.968645|99.900974|China|Qinghai|10000
Ningxiang|37.34|111.205227|China|Shanxi|10000
Mengcheng Chengguanzhen|33.266109|116.566052|China|Anhui|10000
Duohu|29.093696|119.685107|China|Zhejiang|10000
Moluo|30.803923|98.10038|China|Tibet|10000
Wuyun|28.653885|120.066934|China|Zhejiang|10000
Wuyuan|30.515387|120.948562|China|Zhejiang|10000
Xinzhou|24.872345|105.351169|China|Guangxi|10000
Xiangzhou|23.972824|109.666778|China|Guangxi|10000
Shuiying|27.810134|104.798397|China|Yunnan|10000
Lhünzhub|30.201|91.301|China|Tibet|10000
Hezuo|34.985556|102.909444|China|Gansu|10000
Chengzhong|29.106444|119.648553|China|Zhejiang|10000
Tuanfeng|30.713606|114.91613|China|Hubei|10000
Yishi|35.164972|110.745979|China|Shanxi|10000
Yishan|34.299444|119.254167|China|Jiangsu|10000
Songmai|28.714706|99.286325|China|Sichuan|10000
Songlong|31.162399|120.6384|China|Jiangsu|10000
Yuanhe|31.399291|120.614446|China|Jiangsu|10000
Hongliuwan|39.63187|94.336939|China|Gansu|10000
Meilisi|47.314988|123.754418|China|Heilongjiang|10000
Kalpin|40.52755|79.06577|China|Xinjiang|10000
Lintan Chengguanzhen|34.68885|103.352424|China|Gansu|10000
Shuangqiao|35.09|112.58|China|Henan|10000
Nansha|23.180369|102.8333|China|Yunnan|10000
Chengguan|39.907222|111.673333|China|Inner Mongolia|10000
Qingyuan|28.117203|112.998463|China|Hunan|10000
Nancheng|36.948611|115.997778|China|Shandong|10000
Longquan|36.695249|110.95564|China|Shanxi|10000
Xixiang|32.987028|107.763996|China|Shaanxi|10000
Lintong|34.378027|109.208925|China|Shaanxi|10000
Shouxihu|32.420892|119.404354|China|Jiangsu|10000
Dahuaishu|36.265556|111.675278|China|Shanxi|10000
Bagrax|41.984335|86.621985|China|Xinjiang|10000
Baicheng|23.899722|106.613333|China|Guangxi|10000
Xiaohebian|27.727632|103.995138|China|Yunnan|10000
Huanggexi|27.854143|103.861054|China|Yunnan|10000
Yuelejie|27.826934|103.783072|China|Yunnan|10000
Bencheng|39.5|118.7|China|Hebei|10000
Baiguan|30.032506|120.859955|China|Zhejiang|10000
Huazhou|32.682222|112.081944|China|Henan|10000
Gengqing|31.816489|98.595791|China|Sichuan|10000
Huangzhai|38.075136|112.659459|China|Shanxi|10000
Guixi|30.333551|107.345446|China|Chongqing|10000
Caidian|30.583333|114.033333|China|Hubei|10000
Changde|29.046378|111.678304|China|Hunan|10000
Xi’an|34.258333|108.928611|China|Shaanxi|10000
Xiugu|27.911318|116.77637|China|Jiangxi|10000
Coka|30.9054|94.6695|China|Tibet|10000
Xindou|31.396484|100.678469|China|Sichuan|10000
Zhangjiapan|37.601569|108.797024|China|Shaanxi|10000
Samdo|31.2143|96.5994|China|Tibet|10000
Huanan|46.2207|130.525|China|Heilongjiang|10000
Hechuan|26.936125|114.227784|China|Jiangxi|10000
Yanling|29.530646|104.661081|China|Sichuan|10000
Xuefeng|26.357222|117.197778|China|Fujian|10000
Qasq|40.712222|111.128889|China|Inner Mongolia|10000
Luoyang|27.561389|119.711389|China|Zhejiang|10000
Shangdu|42.250045|116.007975|China|Inner Mongolia|10000
Daishan|30.245885|122.198952|China|Zhejiang|10000
Hekou|37.884645|118.526641|China|Shandong|10000
Yiyang Chengguanzhen|34.510833|112.162222|China|Henan|10000
Dongcheng|33.412347|115.080908|China|Henan|10000
Zhongshan|22.523058|113.379122|China|Guangdong|10000
Zhadün|29.65|84.166667|China|Tibet|10000
Sanhe|29.868641|107.730266|China|Chongqing|10000
Rutog|33.384228|79.729824|China|Tibet|10000
Youyi|46.804848|130.319219|China|Heilongjiang|10000
Haliut|41.556111|108.519722|China|Inner Mongolia|10000
Lianran|24.922707|102.484959|China|Yunnan|10000
Baiyu|28.576627|99.672016|China|Yunnan|10000
Shuijia|27.488088|100.06321|China|Yunnan|10000
Puyang Chengguanzhen|35.705058|115.014086|China|Henan|10000
Jincheng|30.997115|105.881911|China|Sichuan|10000
